basura_papel,basura_plastico,basura_resto,basura_organico,basura_cristal,edad,genero,estado_civil,hijos,tipo_vivienda,nivel_estudios,profesion,cant_aluminio,cant_plastico,cant_cristal,kg_papel,kg_organico
1.0,0.0,0.0,1.0,0.0,0.32258064516129037,0.0,0.6666666666666666,0.0,0.0,0.42857142857142855,0.5652173913043478,0.32258064516129026,0.39610389610389607,0.5164835164835166,0.3563558183284061,0.3704596412556054
1.0,1.0,0.0,0.0,1.0,0.11290322580645162,0.0,0.0,0.0,0.0,0.42857142857142855,0.043478260869565216,0.7161290322580645,0.551948051948052,0.7087912087912087,0.45713517871539877,0.6114349775784755
1.0,0.0,0.0,0.0,0.0,0.09677419354838712,0.0,0.0,0.0,0.0,1.0,0.34782608695652173,0.6967741935483869,0.6558441558441559,0.6043956043956045,0.6944369793066378,0.5829596412556053
1.0,1.0,0.0,0.0,1.0,0.016129032258064557,0.0,0.0,0.0,1.0,0.7142857142857142,0.34782608695652173,0.40000000000000013,0.38311688311688297,0.6153846153846154,0.4733673743617308,0.21726457399103127
1.0,1.0,0.0,1.0,0.0,0.3709677419354839,0.0,0.0,0.0,0.0,0.5714285714285714,0.7391304347826086,0.34193548387096784,0.24675324675324672,0.44505494505494525,0.5171728030099436,0.3969170403587441
1.0,1.0,0.0,1.0,1.0,0.5967741935483871,1.0,0.6666666666666666,0.0,0.0,0.8571428571428571,0.7826086956521738,0.6193548387096774,0.6558441558441559,0.6153846153846154,0.545176027949476,0.6565022421524662
1.0,1.0,0.0,0.0,1.0,0.09677419354838712,1.0,0.0,0.0,0.6666666666666666,0.5714285714285714,0.17391304347826086,0.35483870967741926,0.4025974025974026,0.41758241758241765,0.3735017468422466,0.40297085201793736
1.0,1.0,0.0,0.0,1.0,0.32258064516129037,0.0,0.6666666666666666,0.25,0.0,0.5714285714285714,0.21739130434782608,0.32903225806451597,0.2142857142857144,0.2692307692307694,0.22671324912657864,0.30381165919282527
1.0,0.0,1.0,1.0,1.0,0.12903225806451613,1.0,0.0,0.0,0.0,0.0,0.21739130434782608,0.46451612903225814,0.44805194805194803,0.5769230769230771,0.6364955657081428,0.6965807174887892
0.0,1.0,0.0,1.0,1.0,0.24193548387096775,0.0,0.6666666666666666,0.0,0.0,0.7142857142857142,0.5217391304347826,0.38709677419354827,0.43506493506493493,0.43956043956043955,0.494329481322225,0.5940582959641256
1.0,0.0,1.0,1.0,1.0,0.11290322580645162,0.0,0.0,0.0,0.3333333333333333,0.8571428571428571,0.30434782608695654,0.5870967741935484,0.46103896103896114,0.4505494505494507,0.5206664875033591,0.23783632286995515
